,user_name,screen_name,description,user_location,text,language,hashtags,media_url,source,date,time
483,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España",Sunrise at the anchorage 📷 Sagunto 05/07/2009 🌅 https://t.co/lS3lFY9usk,en,,https://pbs.twimg.com/media/FAq42xkWUAITSOi.jpg,Twitter Web App,2021-10-02,05:18:28
484,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Malvaceae
#Ceiba speciosa (https://t.co/eU7sQhjIrI.-Hil.) Ravenna / Palo borracho. Floss-silktree. https://t.co/XDLzzY0CXa",et,"Malvaceae, Ceiba",https://pbs.twimg.com/media/FAoIzivXoAQmZy6.jpg,Twitter Web App,2021-10-01,16:29:36
485,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España",#FelizOctubre #HappyOctober https://t.co/t7J36conQv,und,"FelizOctubre, HappyOctober",https://pbs.twimg.com/media/FAl6DTmWUAE4upx.jpg,Twitter Web App,2021-10-01,06:05:52
486,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","Puente giratorio de La Marina de Valencia 📷 30/09/2021 ☁️
https://t.co/y7gI52zI4A https://t.co/9VLmBhzMZn",es,,https://pbs.twimg.com/media/FAhud8yXEAs02fM.jpg,Twitter Web App,2021-09-30,10:36:30
487,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Zygophyllaceae
#Tribulus terrestris L. / Abrojos. Caltrop. Tribule terrestre. https://t.co/eBtCVSJz1E",ca,"Zygophyllaceae, Tribulus",https://pbs.twimg.com/media/FAXkzI1WEAUlrEk.jpg,Twitter Web App,2021-09-28,11:18:05
488,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Poaceae
#Arundo donax L. / Caña común. Giant reed. Canne de Provence. https://t.co/D6bWC0sK4E",ca,"Poaceae, Arundo",https://pbs.twimg.com/media/FASo909VUAsMFkV.jpg,Twitter Web App,2021-09-27,12:18:12
489,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","El pequeño puerto de Tabarca
https://t.co/us8eMUZAm7 https://t.co/5cCg922rnr",es,,https://pbs.twimg.com/media/FAMHxddUcA4qqD5.jpg,Twitter Web App,2021-09-26,05:55:24
490,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Lythraceae
#Punica granatum L. / Granado. Pomegranate. Grenadier commun. https://t.co/uVBqvionDT",it,"Lythraceae, Punica",https://pbs.twimg.com/media/FAJPF-hX0AEOzh0.jpg,Twitter Web App,2021-09-25,16:28:40
491,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","A boat between eroded cliffs
#Portugal #Lagos Ponta da Piedade
https://t.co/mCPGbCUj3N https://t.co/MSFOUK9qRr",en,"Portugal, Lagos",https://pbs.twimg.com/media/FAH0Q1-WYAA2BgG.jpg,Twitter Web App,2021-09-25,09:51:42
492,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Linaceae
#Linum usitatissimum L. / Lino. Linseed. Lin. https://t.co/1xw0Zgje4P",en,"Linaceae, Linum",https://pbs.twimg.com/media/FACtG1wVQAAJp5g.jpg,Twitter Web App,2021-09-24,10:04:25
493,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","Puerto Viejo de Cudillero
https://t.co/n8h6KMcRhT https://t.co/o7weWisuo6",es,,https://pbs.twimg.com/media/E_9wAPlX0AA1EUW.jpg,Twitter Web App,2021-09-23,10:56:59
494,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","Feliz entrada del Otoño
#HappyAutumn https://t.co/w45RU8EsG9",es,HappyAutumn,https://pbs.twimg.com/media/E_8jmKtXIAMmOr6.jpg,Twitter Web App,2021-09-23,05:23:09
495,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","Claustro del Real Colegio Seminario de Corpus Christi o del Patriarca #Valencia 
https://t.co/t9uIXDJheq https://t.co/kiuiBpCmxl",es,Valencia,https://pbs.twimg.com/media/E_zSQT9UcAkcJwW.jpg,Twitter Web App,2021-09-21,10:10:44
496,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Leguminosae
#Wisteria floribunda (Willd.) DC. / Glicina. Japanese wisteria. Glycine. https://t.co/j1PtmFhSvn",ro,"Leguminosae, Wisteria",https://pbs.twimg.com/media/E_v82caXEAYNlnA.jpg,Twitter Web App,2021-09-20,18:38:19
497,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Brassicaceae
#Vella pseudocytisus L. / Pitano. https://t.co/cwePBDAAWX",und,"Brassicaceae, Vella",https://pbs.twimg.com/media/E_v2AQxXEAMQYBQ.jpg,Twitter Web App,2021-09-20,18:08:24
498,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Leguminosae
#Cassia fistula L. / Cañafistula. Indian-laburnum. Bâton casse. https://t.co/4nnQ3givan",ro,"Leguminosae, Cassia",https://pbs.twimg.com/media/E_qacOmXIAMx16Z.jpg,Twitter Web App,2021-09-19,16:49:56
499,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","Cumulonimbo sobre el Castillo de Sagunto 📷 16/09/2021 ☁️
https://t.co/zzUUIQkJaz https://t.co/WFp1jNpxt0",es,,https://pbs.twimg.com/media/E_fGNJRWQAAxFgL.jpg,Twitter Web App,2021-09-17,12:05:39
500,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España",Aproximándose esta tarde la tormenta a Valencia 📷 16/09/2021 ⛈️ https://t.co/2dGhy2rfzO,es,,https://pbs.twimg.com/media/E_bO0OWWQAUEn2M.jpg,Twitter Web App,2021-09-16,18:05:04
501,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Valencia Torre del Micalet desde la Torre de Santa Caterina.
https://t.co/q1wa1KoQSd https://t.co/XTPgkAxRsm",ca,Valencia,https://pbs.twimg.com/media/E_UUjhAXMAEmkKQ.jpg,Twitter Web App,2021-09-15,09:52:32
502,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Leguminosae
#Bauhinia purpurea L. / Pie de cabra. Orchidtree. Bauhinia a fleurs pourpres. https://t.co/ohUIqL1Fn4",ro,"Leguminosae, Bauhinia",https://pbs.twimg.com/media/E_FK0MBWUAMayA4.jpg,Twitter Web App,2021-09-12,11:15:40
503,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","Panorámica del Puerto de Barcelona 📷 29/05/2014.
https://t.co/6UGwZM3ufw https://t.co/f8AwlFEHQB",es,,https://pbs.twimg.com/media/E_D6QUgWUAEkRc8.jpg,Twitter Web App,2021-09-12,05:24:12
504,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España",Go ahead! https://t.co/Gcz1MaYlWI,en,,https://pbs.twimg.com/media/E--6t8JX0AATiC5.jpg,Twitter Web App,2021-09-11,06:07:50
505,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Lamiaceae
#Volkameria inermis L. / Hierba de la parida. Embrert. https://t.co/o1yqvsHUec",es,"Lamiaceae, Volkameria",https://pbs.twimg.com/media/E-15HWJWQAs6DV-.jpg,Twitter Web App,2021-09-09,12:04:03
506,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Lamiaceae
#Vitex negundo L. / Sauzgatillo chino. Chinese chastetree. Troène de Chine. https://t.co/x9olxyD8rT",es,"Lamiaceae, Vitex",https://pbs.twimg.com/media/E-1zvQ7XMAIdT5P.jpg,Twitter Web App,2021-09-09,11:40:32
507,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Lamiaceae
#Salvia oxyphora Briq. / Salvia punta de lanza. https://t.co/8feHs7t7UC",ro,"Lamiaceae, Salvia",https://pbs.twimg.com/media/E-nb7rVXEAY_czG.jpg,Twitter Web App,2021-09-06,16:41:51
508,Manuel Hernández Lafuente ⚓🌱📷,ManuelHdezLaf,"Capitán de la Marina Mercante, jubilado. Fotografía. Solo fotos tomadas por mi. Captain of the Merchant Navy, retired. All photographs are taken by me.","Valencia, España","#Valencia Fundación Mediterráneo - La Llotgeta Centre Fotogràfic
https://t.co/j2WEKgmdh0 https://t.co/6nUpFsDHwD",ca,Valencia,https://pbs.twimg.com/media/E-mMRaPX0AUS8RF.jpg,Twitter Web App,2021-09-06,10:53:49
509,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",Maiden UK call of @VirginVoyages #ValiantLady @PortsmouthPort #cruise #newcruiseship #Portsmouth https://t.co/fk2m4HBw9l,en,"ValiantLady, cruise, newcruiseship, Portsmouth",https://pbs.twimg.com/media/FMwKncUXwAILGbi.jpg,Twitter Web App,2022-03-01,09:04:13
510,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",That's @hmsdiamond deploying for the eastern Mediterranean today. #Portsmouth https://t.co/l7J9hihd7t,en,Portsmouth,https://pbs.twimg.com/media/FMcjfvhXMAI-rcg.jpg,Twitter Web App,2022-02-25,13:40:54
511,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",Nice to see @BrittanyFerries #Barfleur back in service after a long lay up due to covid. @PortsmouthPort https://t.co/PDU7gpNgrp,en,Barfleur,https://pbs.twimg.com/media/FMYZY3qWYAIrQ29.jpg,Twitter Web App,2022-02-24,18:18:22
512,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",The @NATO Response Force Task Group flagship @HMSPWLS returning home today. #Portsmouth  @SercoGroup https://t.co/pxE9j5gLhF,en,Portsmouth,https://pbs.twimg.com/media/FKw0U20XwAobvqU.jpg,Twitter Web App,2022-02-04,15:34:56
513,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",Maiden UK call of #EverAlp one of the world's largest container carriers @harwichhaven #Evergreen @SvitzerGlobal https://t.co/n5C6t7kaQ3,en,"EverAlp, Evergreen",https://pbs.twimg.com/media/FKX-VQpXoAA_zTy.jpg,Twitter Web App,2022-01-30,19:51:06
514,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",.@hmssevern nicely showing off her unique livery. #Portsmouth https://t.co/3Ne5d9HfMT,en,Portsmouth,https://pbs.twimg.com/media/FKM3sxLX0AkDp-X.jpg,Twitter Web App,2022-01-28,16:06:42
515,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",That's @HMSPWLS sailing at first light for @NATO tasking #Portsmouth @SercoGroup https://t.co/O2gdrw1itv,en,Portsmouth,https://pbs.twimg.com/media/FI5Dwa0WYAIVHgo.jpg,Twitter Web App,2022-01-12,09:28:13
516,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",The last #CSG21 participant has returned. Welcome home @hms_kent @HMNBPortsmouth https://t.co/lysNbREYD3,en,CSG21,https://pbs.twimg.com/media/FGQCKfWXEAQrS_2.jpg,Twitter Web App,2021-12-10,13:44:29
517,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",After dark views of #EverAce @harwichhaven. Currently the world's largest container ship. #Evergreen #Felixstowe https://t.co/vxF4TthRxp,en,"EverAce, Evergreen, Felixstowe",https://pbs.twimg.com/media/E_WbZrBXoA0NK-8.jpg,Twitter Web App,2021-09-15,19:42:40
518,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",Maiden UK call of #EverAce. Currently the world's largest container ship. #Evergreen #Felixstowe https://t.co/CWjkwVzijZ,en,"EverAce, Evergreen, Felixstowe",https://pbs.twimg.com/media/E_FPEjMWUAISjGq.jpg,Twitter Web App,2021-09-12,11:39:10
519,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",Here's the newly re-commissioned @hmssevern in her latest 'Western Approaches' livery. https://t.co/70ivD0wtQZ,en,,https://pbs.twimg.com/media/E-murDkXIAIILSE.jpg,Twitter Web App,2021-09-06,13:27:50
520,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",The splendid @regentcruises #SevenSeasSplendor maiden call @PortsmouthPort #Portsmouth #cruisenews https://t.co/SwcaIjOgkV,en,"SevenSeasSplendor, Portsmouth, cruisenews",https://pbs.twimg.com/media/E-lRMhTXsAU2upw.jpg,Twitter Web App,2021-09-06,06:36:21
521,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",Back with a new look. @Silversea #SilverSpirit en route @ABPSouthampton to recommence cruising. #cruisenews https://t.co/OOVOvHogXo,en,"SilverSpirit, cruisenews",https://pbs.twimg.com/media/E-DKfpFXEAI4NtZ.jpg,Twitter Web App,2021-08-30,15:41:08
522,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",That's @HMSPWLS back again. #Portsmouth @SercoGroup https://t.co/JyAJQlzmpq,en,Portsmouth,https://pbs.twimg.com/media/E9u4QYGWQAEhPbF.jpg,Twitter Web App,2021-08-26,17:10:47
523,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",The @StenaLineUKIE #StenaEdda inbound for #Liverpool from #Belfast #EFlexer https://t.co/TLr9pmV9hk,en,"StenaEdda, Liverpool, Belfast, EFlexer",https://pbs.twimg.com/media/E8-3mEgWYA4LYJw.jpg,Twitter Web App,2021-08-17,09:25:03
524,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",The @iomsteampacket fast ferry #Manannan inbound for #Liverpool #Incat https://t.co/yH8xIenT3j,en,"Manannan, Liverpool, Incat",https://pbs.twimg.com/media/E8-2t0GWYAwuCBV.jpg,Twitter Web App,2021-08-17,09:20:48
525,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",The latest E-Flexer about to enter service. @DFDSGroup @DFDSFRANCE @dfds_uk #CotedOpale @Port_of_Dover @calaisport https://t.co/gr51oSHL7u,en,CotedOpale,https://pbs.twimg.com/media/E7zhfxEWYAIeP3Z.jpg,Twitter Web App,2021-08-02,18:18:02
526,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",@emmacruises https://t.co/ZUzel5HJGq,und,,https://pbs.twimg.com/media/E7ObZhqWYAY0D_j.jpg,Twitter Web App,2021-07-26,13:22:02
527,Gary Davies,MaritimePhotos,Freelance photographer providing creative imagery with a nautical twist. I also specialise in 360° panoramas.  Naval writer for Ships Monthly magazine.,"Portsmouth, England",Welcome back! @PortsmouthPort @SagaTradeTeam #SpiritofAdventure #Portsmouth https://t.co/zqOjQnlLao,en,"SpiritofAdventure, Portsmouth",https://pbs.twimg.com/media/E6-UeI6WQAAWQlk.jpg,Twitter Web App,2021-07-23,10:18:49
